identity,composite,marcKey,person,roles,title,attribution,provision,subjects,genres,relatedWork,recordId,personId,mistral_prediction,is_parent_category,mistral_confidence,mistral_parent_category
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner and the novelistic imagination"", which has the following provision information: ""Urbana: University of Illinois Press, ©1985"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner William; Faulkner, William; Roman; Imagination"". Its form or genre is: ""Criticism, interpretation, etc."".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner and the novelistic imagination,Robert Dale Parker,"Urbana: University of Illinois Press, ©1985","Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner William; Faulkner, William; Roman; Imagination","Criticism, interpretation, etc.",,389509,389509#Agent600-28,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner William"" had the role of ""Subject"" in relation to the work ""Faulkner and the novelistic imagination"", which has the following provision information: ""Urbana: University of Illinois Press, ©1985"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962; Faulkner, William; Roman; Imagination"". Its form or genre is: ""Criticism, interpretation, etc."".",60011$aFaulkner$bWilliam.,Faulkner William,Subject,Faulkner and the novelistic imagination,Robert Dale Parker,"Urbana: University of Illinois Press, ©1985","Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962; Faulkner, William; Roman; Imagination","Criticism, interpretation, etc.",,389509,389509#Agent600-29,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Contributor"" in relation to the work ""These 13: holograph manuscripts and typescripts"", which has the following provision information: ""New York: Garland Pub, 1987"". This work is about: ""Faulkner, William, 1897-1962--Manuscripts--Facsimiles"". Its form or genre is: ""Fiction"".","1001 $aFaulkner, William,$d1897-1962.","Faulkner, William, 1897-1962",Contributor,These 13: holograph manuscripts and typescripts,introduced and arranged by Noel Polk,"New York: Garland Pub, 1987","Faulkner, William, 1897-1962--Manuscripts--Facsimiles",Fiction,,442183,442183#Agent100-16,Literature and Narrative Arts,False,0.9999983310699463,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""These 13: holograph manuscripts and typescripts"", which has the following provision information: ""New York: Garland Pub, 1987"". This work is about: ""Faulkner, William, 1897-1962--Manuscripts--Facsimiles"". Its form or genre is: ""Fiction"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,These 13: holograph manuscripts and typescripts,introduced and arranged by Noel Polk,"New York: Garland Pub, 1987","Faulkner, William, 1897-1962--Manuscripts--Facsimiles",Fiction,,442183,442183#Agent600-23,Literature and Narrative Arts,False,0.9999983310699463,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Contributor"" in relation to the work ""These 13: holograph manuscripts and typescripts"", which has the following provision information: ""New York: Garland Pub, 1987"". This work is about: ""Faulkner, William, 1897-1962--Manuscripts--Facsimiles"". Its form or genre is: ""Fiction"". It is further related to the work ""Works. 1986"".","8001 $aFaulkner, William,$d1897-1962.$tWorks.$f1986 ;$v9.","Faulkner, William, 1897-1962",Contributor,These 13: holograph manuscripts and typescripts,introduced and arranged by Noel Polk,"New York: Garland Pub, 1987","Faulkner, William, 1897-1962--Manuscripts--Facsimiles",Fiction,Works. 1986,442183,442183#Agent800-26,Literature and Narrative Arts,False,0.9999985694885254,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner: e a técnica do romance"", which has the following provision information: ""Rio [de Janeiro]: Editôra Leitura, 1964"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner: e a técnica do romance,Assis Brasil,"Rio [de Janeiro]: Editôra Leitura, 1964","Faulkner, William, 1897-1962--Criticism and interpretation",,,32685,32685#Agent600-19,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner, international perspectives: Faulkner and Yoknapatawpha, 1982"", which has the following provision information: ""Jackson: University Press of Mississippi, c1984"". This work is about: ""Faulkner, William, 1897-1962--Congresses; Faulkner, William, 1897-1962--Appreciation--Congresses"". Its form or genre is: ""Conference papers and proceedings"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,"Faulkner, international perspectives: Faulkner and Yoknapatawpha, 1982",edited by Doreen Fowler and Ann J. Abadie,"Jackson: University Press of Mississippi, c1984","Faulkner, William, 1897-1962--Congresses; Faulkner, William, 1897-1962--Appreciation--Congresses",Conference papers and proceedings,,359359,359359#Agent600-24,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner, international perspectives: Faulkner and Yoknapatawpha, 1982"", which has the following provision information: ""Jackson: University Press of Mississippi, c1984"". This work is about: ""Faulkner, William, 1897-1962--Congresses; Faulkner, William, 1897-1962--Appreciation--Congresses"". Its form or genre is: ""Conference papers and proceedings"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,"Faulkner, international perspectives: Faulkner and Yoknapatawpha, 1982",edited by Doreen Fowler and Ann J. Abadie,"Jackson: University Press of Mississippi, c1984","Faulkner, William, 1897-1962--Congresses; Faulkner, William, 1897-1962--Appreciation--Congresses",Conference papers and proceedings,,359359,359359#Agent600-25,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner and idealism: perspectives from Paris"", which has the following provision information: ""Jackson: University Press of Mississippi, c1983"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation--Congresses; Idealism in literature--Congresses"". Its form or genre is: ""Conference papers and proceedings"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner and idealism: perspectives from Paris,"Michel Gresset and Patrick Samway, editors","Jackson: University Press of Mississippi, c1983","Faulkner, William, 1897-1962--Criticism and interpretation--Congresses; Idealism in literature--Congresses",Conference papers and proceedings,,289001,289001#Agent600-22,Literature and Narrative Arts,False,0.9999997615814209,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner studies in Japan"", which has the following provision information: ""Athens: University of Georgia Press, c1985"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner studies in Japan,compiled by Kenzaburo Ohashi & Kiyoyuki Ono ; edited by Thomas L. McHaney,"Athens: University of Georgia Press, c1985","Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan",,,370026,370026#Agent600-21,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner studies in Japan"", which has the following provision information: ""Athens: University of Georgia Press, c1985"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner studies in Japan,compiled by Kenzaburo Ohashi & Kiyoyuki Ono ; edited by Thomas L. McHaney,"Athens: University of Georgia Press, c1985","Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan",,,370026,370026#Agent600-22,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Faulkner studies in Japan"", which has the following provision information: ""Athens: University of Georgia Press, c1985"". This work is about: ""Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Faulkner studies in Japan,compiled by Kenzaburo Ohashi & Kiyoyuki Ono ; edited by Thomas L. McHaney,"Athens: University of Georgia Press, c1985","Faulkner, William, 1897-1962--Criticism and interpretation; Faulkner, William, 1897-1962--Influence; Faulkner, William, 1897-1962--Appreciation--Japan",,,370026,370026#Agent600-23,Literature and Narrative Arts,False,0.9999998807907104,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Three American originals: John Ford, William Faulkner & Charles Ives"", which has the following provision information: ""Middletown, Conn: Wesleyan University Press Scranton, Pa: Distributed by Harper & Row, c1984 1st ed."". This work is about: ""Ford, John, 1894-1973; Ives, Charles, 1874-1954; Arts, American--20th century; Reed, Joseph W., 1932---Presentation inscription to P.C. Willis (BEIN Za F273 S984R Copy 2); Willis, Patricia C.--Presentation inscription from J.W. Reed (BEIN Za F273 S984R)"".","60010$aFaulkner, William,$d1897-1962.","Faulkner, William, 1897-1962",Subject,"Three American originals: John Ford, William Faulkner & Charles Ives",by Joseph W. Reed,"Middletown, Conn: Wesleyan University Press Scranton, Pa: Distributed by Harper & Row, c1984 1st ed.","Ford, John, 1894-1973; Ives, Charles, 1874-1954; Arts, American--20th century; Reed, Joseph W., 1932---Presentation inscription to P.C. Willis (BEIN Za F273 S984R Copy 2); Willis, Patricia C.--Presentation inscription from J.W. Reed (BEIN Za F273 S984R)",,,594717,594717#Agent600-23,Literature and Narrative Arts,False,0.9851319193840027,"Arts, Culture, and Creative Expression"
153.0,"""Faulkner, William, 1897-1962"" had the role of ""Subject"" in relation to the work ""Mississippi vistas: poems"", which has the following provision information: ""Oxford: Published for the University of Mississippi Center for the Study of Southern Culture by the University Press of Mississippi, c1983"". This work is about: ""Faulkner, William, 1897-1962--Characters--Poetry; Mississippi--Poetry"".","60010$aFaulkner, William,$d1897-1962","Faulkner, William, 1897-1962",Subject,Mississippi vistas: poems,by Louis Daniel Brodsky,"Oxford: Published for the University of Mississippi Center for the Study of Southern Culture by the University Press of Mississippi, c1983","Faulkner, William, 1897-1962--Characters--Poetry; Mississippi--Poetry",,,279708,279708#Agent600-21,Literature and Narrative Arts,False,0.9999966621398926,"Arts, Culture, and Creative Expression"
187.0,"""Wilson, Woodrow, 1856-1924"" had the role of ""Subject"" in relation to the work ""The American heresy"", which has the following provision information: ""London: Sheed and Ward, [1927]"". This work is about: ""Jefferson, Thomas, 1743-1826; Calhoun, John C. (John Caldwell), 1782-1850; Lincoln, Abraham, 1809-1865; United States--Politics and government; United States--History"".","60010$aWilson, Woodrow,$d1856-1924.","Wilson, Woodrow, 1856-1924",Subject,The American heresy,by Christopher Hollis,"London: Sheed and Ward, [1927]","Jefferson, Thomas, 1743-1826; Calhoun, John C. (John Caldwell), 1782-1850; Lincoln, Abraham, 1809-1865; United States--Politics and government; United States--History",,,444963,444963#Agent600-21,"Politics, Policy, and Government",False,0.9997116923332214,"Society, Governance, and Public Life"
187.0,"""Wilson, Woodrow, 1856-1924"" had the role of ""Contributor"" in relation to the work ""A history of the American people"", which has the following provision information: ""New York: Harper & brothers, 1902"". This work is about: ""United States--History"".","1001 $aWilson, Woodrow,$d1856-1924.","Wilson, Woodrow, 1856-1924",Contributor,A history of the American people,"by Woodrow Wilson ... illustrated with portraits, maps, plans, facsimiles, rare prints, contemporary views, etc.","New York: Harper & brothers, 1902",United States--History,,,683981,683981#Agent100-16,"History, Heritage, and Memory",False,0.9990915060043335,"Humanities, Thought, and Interpretation"
187.0,"""Wilson, Woodrow, 1856-1924"" had the role of ""Subject"" in relation to the work ""Woodrow Wilson, a medical and psychological biography"", which has the following provision information: ""Princeton, N.J.: Princeton University Press, c1981"". This work is about: ""Presidents--United States--Biography"". Its form or genre is: ""Biographies"".","60010$aWilson, Woodrow,$d1856-1924.","Wilson, Woodrow, 1856-1924",Subject,"Woodrow Wilson, a medical and psychological biography",Edwin A. Weinstein,"Princeton, N.J.: Princeton University Press, c1981",Presidents--United States--Biography,Biographies,,240944,240944#Agent600-23,"Politics, Policy, and Government",False,0.9851506352424622,"Society, Governance, and Public Life"
